date,carrier,manufacturer,device_nm,product_group_nm,storage,dealer,join_type,support_type,rate_plan,rate_plan_month_fee,retail_price,total_support_fee,dealer_subsidy,origin_installment_principal,origin_month_device_price,origin_month_price,month_rate_plan_price,installment_principal,month_device_price,month_price,margin,margin_amount
2025. 7. 14,KT,삼성,S937,갤럭시 S25 엣지,256GB,더블유,기기변경,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,1496000.0,575000.0,450000.0,471000.0,19625.0,129625.0,110000,571000.0,23792.0,133792.0,0.21231422505307856,100000.0
2025. 7. 14,KT,삼성,S937,갤럭시 S25 엣지,256GB,더블유,기기변경,공시,Y 스페셜,100000.0,1496000.0,575000.0,450000.0,471000.0,19625.0,119625.0,100000,571000.0,23792.0,123792.0,0.21231422505307856,100000.0
2025. 7. 14,KT,삼성,S937,갤럭시 S25 엣지,256GB,더블유,기기변경,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,1496000.0,575000.0,450000.0,471000.0,19625.0,109625.0,90000,571000.0,23792.0,113792.0,0.21231422505307856,100000.0
2025. 7. 14,KT,삼성,S937,갤럭시 S25 엣지,256GB,더블유,기기변경,공시,5G 심플 30GB,61000.0,1496000.0,381800.0,120000.0,994200.0,41425.0,102425.0,61000,1094614.0,45609.0,106609.0,0.101,100414.0
2025. 7. 14,KT,삼성,S937,갤럭시 S25 엣지,256GB,더블유,기기변경,공시,5G 슬림 4GB(이월),37000.0,1496000.0,241500.0,30000.0,1224500.0,51021.0,69534.0,18513,1324909.0,55205.0,73718.0,0.082,100409.0
2025. 7. 14,KT,삼성,S931,갤럭시 S25,256GB,더블유,신규가입,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,1155000.0,575000.0,340000.0,240000.0,10000.0,120000.0,110000,340080.0,14170.0,124170.0,0.417,100080.0
2025. 7. 14,KT,삼성,S931,갤럭시 S25,256GB,더블유,신규가입,공시,Y 스페셜,100000.0,1155000.0,575000.0,340000.0,240000.0,10000.0,110000.0,100000,340080.0,14170.0,114170.0,0.417,100080.0
2025. 7. 14,KT,삼성,S931,갤럭시 S25,256GB,더블유,신규가입,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,1155000.0,575000.0,190000.0,390000.0,16250.0,106250.0,90000,490000.0,20417.0,110417.0,0.2564102564102564,100000.0
2025. 7. 14,KT,삼성,S931,갤럭시 S25,256GB,더블유,신규가입,공시,5G 심플 30GB,61000.0,1155000.0,381800.0,100000.0,673200.0,28050.0,89050.0,61000,773507.0,32229.0,93229.0,0.149,100307.0
2025. 7. 14,KT,삼성,S931,갤럭시 S25,256GB,더블유,신규가입,공시,5G 슬림 4GB(이월),37000.0,1155000.0,241500.0,80000.0,833500.0,34729.0,53242.0,18513,933520.0,38897.0,57410.0,0.12,100020.0
2025. 7. 14,KT,삼성,S931,갤럭시 S25,256GB,더블유,번호이동,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,1155000.0,575000.0,630000.0,-50000.0,-2083.0,107917.0,110000,50000.0,2083.0,112083.0,2.0,100000.0
2025. 7. 14,KT,삼성,S931,갤럭시 S25,256GB,더블유,번호이동,공시,Y 스페셜,100000.0,1155000.0,575000.0,580000.0,0.0,0.0,100000.0,100000,100000.0,4167.0,104167.0,1.0,100000.0
2025. 7. 14,KT,삼성,S931,갤럭시 S25,256GB,더블유,번호이동,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,1155000.0,575000.0,580000.0,0.0,0.0,90000.0,90000,100000.0,4167.0,94167.0,1.0,100000.0
2025. 7. 14,KT,삼성,S931,갤럭시 S25,256GB,더블유,번호이동,공시,5G 심플 30GB,61000.0,1155000.0,381800.0,170000.0,603200.0,25133.0,86133.0,61000,703331.0,29305.0,90305.0,0.166,100131.0
2025. 7. 14,KT,삼성,S931,갤럭시 S25,256GB,더블유,번호이동,공시,5G 슬림 4GB(이월),37000.0,1155000.0,241500.0,80000.0,833500.0,34729.0,53242.0,18513,933520.0,38897.0,57410.0,0.12,100020.0
2025. 7. 14,KT,삼성,S931,갤럭시 S25,256GB,더블유,기기변경,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,1155000.0,575000.0,420000.0,160000.0,6667.0,116667.0,110000,260000.0,10833.0,120833.0,0.625,100000.0
2025. 7. 14,KT,삼성,S931,갤럭시 S25,256GB,더블유,기기변경,공시,Y 스페셜,100000.0,1155000.0,575000.0,420000.0,160000.0,6667.0,106667.0,100000,260000.0,10833.0,110833.0,0.625,100000.0
2025. 7. 14,KT,삼성,S931,갤럭시 S25,256GB,더블유,기기변경,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,1155000.0,575000.0,420000.0,160000.0,6667.0,96667.0,90000,260000.0,10833.0,100833.0,0.625,100000.0
2025. 7. 14,KT,삼성,S931,갤럭시 S25,256GB,더블유,기기변경,공시,5G 심플 30GB,61000.0,1155000.0,381800.0,120000.0,653200.0,27217.0,88217.0,61000,753200.0,31383.0,92383.0,0.15309246785058175,100000.0
2025. 7. 14,KT,삼성,S931,갤럭시 S25,256GB,더블유,기기변경,공시,5G 슬림 4GB(이월),37000.0,1155000.0,241500.0,30000.0,883500.0,36812.0,55326.0,18513,983500.0,40979.0,59492.0,0.11318619128466327,100000.0
2025. 7. 14,KT,삼성,S936(8),갤럭시 S25 플러스,256GB,더블유,신규가입,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,1353000.0,575000.0,340000.0,438000.0,18250.0,128250.0,110000,538000.0,22417.0,132417.0,0.228310502283105,100000.0
2025. 7. 14,KT,삼성,S936(8),갤럭시 S25 플러스,256GB,더블유,신규가입,공시,Y 스페셜,100000.0,1353000.0,575000.0,340000.0,438000.0,18250.0,118250.0,100000,538000.0,22417.0,122417.0,0.228310502283105,100000.0
2025. 7. 14,KT,삼성,S936(8),갤럭시 S25 플러스,256GB,더블유,신규가입,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,1353000.0,575000.0,190000.0,588000.0,24500.0,114500.0,90000,688000.0,28667.0,118667.0,0.17006802721088435,100000.0
2025. 7. 14,KT,삼성,S936(8),갤럭시 S25 플러스,256GB,더블유,신규가입,공시,5G 심플 30GB,61000.0,1353000.0,381800.0,100000.0,871200.0,36300.0,97300.0,61000,971388.0,40474.0,101474.0,0.115,100188.0
2025. 7. 14,KT,삼성,S936(8),갤럭시 S25 플러스,256GB,더블유,신규가입,공시,5G 슬림 4GB(이월),37000.0,1353000.0,241500.0,80000.0,1031500.0,42979.0,61492.0,18513,1131556.0,47148.0,65661.0,0.097,100056.0
2025. 7. 14,KT,삼성,S936(8),갤럭시 S25 플러스,256GB,더블유,번호이동,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,1353000.0,575000.0,630000.0,148000.0,6167.0,116167.0,110000,248048.0,10335.0,120335.0,0.676,100048.0
2025. 7. 14,KT,삼성,S936(8),갤럭시 S25 플러스,256GB,더블유,번호이동,공시,Y 스페셜,100000.0,1353000.0,575000.0,580000.0,198000.0,8250.0,108250.0,100000,298000.0,12417.0,112417.0,0.5050505050505051,100000.0
2025. 7. 14,KT,삼성,S936(8),갤럭시 S25 플러스,256GB,더블유,번호이동,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,1353000.0,575000.0,580000.0,198000.0,8250.0,98250.0,90000,298000.0,12417.0,102417.0,0.5050505050505051,100000.0
2025. 7. 14,KT,삼성,S936(8),갤럭시 S25 플러스,256GB,더블유,번호이동,공시,5G 심플 30GB,61000.0,1353000.0,381800.0,170000.0,801200.0,33383.0,94383.0,61000,901350.0,37556.0,98556.0,0.125,100150.0
2025. 7. 14,KT,삼성,S936(8),갤럭시 S25 플러스,256GB,더블유,번호이동,공시,5G 슬림 4GB(이월),37000.0,1353000.0,241500.0,80000.0,1031500.0,42979.0,61492.0,18513,1131556.0,47148.0,65661.0,0.097,100056.0
2025. 7. 14,KT,삼성,S936(8),갤럭시 S25 플러스,256GB,더블유,기기변경,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,1353000.0,575000.0,420000.0,358000.0,14917.0,124917.0,110000,458000.0,19083.0,129083.0,0.27932960893854747,100000.0
2025. 7. 14,KT,삼성,S936(8),갤럭시 S25 플러스,256GB,더블유,기기변경,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,1353000.0,575000.0,420000.0,358000.0,14917.0,104917.0,90000,458000.0,19083.0,109083.0,0.27932960893854747,100000.0
2025. 7. 14,KT,삼성,S936(8),갤럭시 S25 플러스,256GB,더블유,기기변경,공시,5G 심플 30GB,61000.0,1353000.0,381800.0,120000.0,851200.0,35467.0,96467.0,61000,951200.0,39633.0,100633.0,0.1174812030075188,100000.0
2025. 7. 14,KT,삼성,S936(8),갤럭시 S25 플러스,256GB,더블유,기기변경,공시,5G 슬림 4GB(이월),37000.0,1353000.0,241500.0,30000.0,1081500.0,45062.0,63576.0,18513,1181500.0,49229.0,67742.0,0.09246417013407304,100000.0
2025. 7. 14,KT,애플,AIP16PM,아이폰 16 프로 맥스,256GB,더블유,신규가입,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,2497000.0,690000.0,250000.0,1557000.0,64875.0,174875.0,110000,1665990.0,69416.0,179416.0,0.07,108990.0
2025. 7. 14,KT,애플,AIP16PM,아이폰 16 프로 맥스,256GB,더블유,신규가입,공시,Y 스페셜,100000.0,2497000.0,690000.0,250000.0,1557000.0,64875.0,164875.0,100000,1665990.0,69416.0,169416.0,0.07,108990.0
2025. 7. 14,KT,애플,AIP16PM,아이폰 16 프로 맥스,256GB,더블유,신규가입,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,2497000.0,690000.0,100000.0,1707000.0,71125.0,161125.0,90000,1826490.0,76104.0,166104.0,0.07,119490.0
2025. 7. 14,KT,애플,AIP16PM,아이폰 16 프로 맥스,256GB,더블유,신규가입,공시,5G 심플 30GB,61000.0,2497000.0,433500.0,100000.0,1963500.0,81812.0,142812.0,61000,2100945.0,87539.0,148539.0,0.07,137445.0
2025. 7. 14,KT,애플,AIP16PM,아이폰 16 프로 맥스,256GB,더블유,신규가입,공시,5G 슬림 4GB(이월),37000.0,1892000.0,241500.0,80000.0,1570500.0,65438.0,83950.0,18513,1680435.0,70018.0,88531.0,0.07,109935.0
2025. 7. 14,KT,애플,AIP16PM,아이폰 16 프로 맥스,256GB,더블유,번호이동,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,2497000.0,690000.0,670000.0,1137000.0,47375.0,157375.0,110000,1237056.0,51544.0,161544.0,0.088,100056.0
2025. 7. 14,KT,애플,AIP16PM,아이폰 16 프로 맥스,256GB,더블유,번호이동,공시,Y 스페셜,100000.0,2497000.0,690000.0,620000.0,1187000.0,49458.0,149458.0,100000,1287000.0,53625.0,153625.0,0.08424599831508003,100000.0
2025. 7. 14,KT,애플,AIP16PM,아이폰 16 프로 맥스,256GB,더블유,번호이동,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,2497000.0,690000.0,620000.0,1187000.0,49458.0,139458.0,90000,1287000.0,53625.0,143625.0,0.08424599831508003,100000.0
2025. 7. 14,KT,애플,AIP16PM,아이폰 16 프로 맥스,256GB,더블유,번호이동,공시,5G 심플 30GB,61000.0,2497000.0,433500.0,170000.0,1893500.0,78896.0,139896.0,61000,2026045.0,84419.0,145419.0,0.07,132545.0
2025. 7. 14,KT,애플,AIP16PM,아이폰 16 프로 맥스,256GB,더블유,번호이동,공시,5G 슬림 4GB(이월),37000.0,1892000.0,241500.0,80000.0,1570500.0,65438.0,83950.0,18513,1680435.0,70018.0,88531.0,0.07,109935.0
2025. 7. 14,KT,애플,AIP16PM,아이폰 16 프로 맥스,256GB,더블유,기기변경,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,2497000.0,690000.0,480000.0,1327000.0,55292.0,165292.0,110000,1427000.0,59458.0,169458.0,0.07535795026375283,100000.0
2025. 7. 14,KT,애플,AIP16PM,아이폰 16 프로 맥스,256GB,더블유,기기변경,공시,Y 스페셜,100000.0,2497000.0,690000.0,480000.0,1327000.0,55292.0,155292.0,100000,1427000.0,59458.0,159458.0,0.07535795026375283,100000.0
2025. 7. 14,KT,애플,AIP16PM,아이폰 16 프로 맥스,256GB,더블유,기기변경,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,2497000.0,690000.0,480000.0,1327000.0,55292.0,145292.0,90000,1427000.0,59458.0,149458.0,0.07535795026375283,100000.0
2025. 7. 14,KT,애플,AIP16PM,아이폰 16 프로 맥스,256GB,더블유,기기변경,공시,5G 심플 30GB,61000.0,2497000.0,433500.0,120000.0,1943500.0,80979.0,141979.0,61000,2079545.0,86648.0,147648.0,0.07,136045.0
2025. 7. 14,KT,애플,AIP16PM,아이폰 16 프로 맥스,256GB,더블유,기기변경,공시,5G 슬림 4GB(이월),37000.0,1892000.0,241500.0,30000.0,1620500.0,67521.0,86034.0,18513,1733935.0,72247.0,90760.0,0.07,113435.0
2025. 7. 14,KT,애플,AIP16P,아이폰 16 프로,128GB,더블유,신규가입,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,2299000.0,690000.0,250000.0,1359000.0,56625.0,166625.0,110000,1459566.0,60815.0,170815.0,0.074,100566.0
2025. 7. 14,KT,애플,AIP16P,아이폰 16 프로,128GB,더블유,신규가입,공시,Y 스페셜,100000.0,2299000.0,690000.0,250000.0,1359000.0,56625.0,156625.0,100000,1459566.0,60815.0,160815.0,0.074,100566.0
2025. 7. 14,KT,애플,AIP16P,아이폰 16 프로,128GB,더블유,신규가입,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,2299000.0,690000.0,100000.0,1509000.0,62875.0,152875.0,90000,1614630.0,67276.0,157276.0,0.07,105630.0
2025. 7. 14,KT,애플,AIP16P,아이폰 16 프로,128GB,더블유,신규가입,공시,5G 심플 30GB,61000.0,2299000.0,433500.0,100000.0,1765500.0,73562.0,134562.0,61000,1889085.0,78712.0,139712.0,0.07,123585.0
2025. 7. 14,KT,애플,AIP16P,아이폰 16 프로,128GB,더블유,신규가입,공시,5G 슬림 4GB(이월),37000.0,1540000.0,241500.0,80000.0,1218500.0,50771.0,69284.0,18513,1318500.0,54938.0,73450.0,0.08206811653672548,100000.0
2025. 7. 14,KT,애플,AIP16P,아이폰 16 프로,128GB,더블유,번호이동,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,2299000.0,690000.0,670000.0,939000.0,39125.0,149125.0,110000,1039000.0,43292.0,153292.0,0.10649627263045794,100000.0
2025. 7. 14,KT,애플,AIP16P,아이폰 16 프로,128GB,더블유,번호이동,공시,Y 스페셜,100000.0,2299000.0,690000.0,620000.0,989000.0,41208.0,141208.0,100000,1089000.0,45375.0,145375.0,0.10111223458038422,100000.0
2025. 7. 14,KT,애플,AIP16P,아이폰 16 프로,128GB,더블유,번호이동,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,2299000.0,690000.0,620000.0,989000.0,41208.0,131208.0,90000,1089000.0,45375.0,135375.0,0.10111223458038422,100000.0
2025. 7. 14,KT,애플,AIP16P,아이폰 16 프로,128GB,더블유,번호이동,공시,5G 심플 30GB,61000.0,2299000.0,433500.0,170000.0,1695500.0,70646.0,131646.0,61000,1814185.0,75591.0,136591.0,0.07,118685.0
2025. 7. 14,KT,애플,AIP16P,아이폰 16 프로,128GB,더블유,번호이동,공시,5G 슬림 4GB(이월),37000.0,1540000.0,241500.0,80000.0,1218500.0,50771.0,69284.0,18513,1318500.0,54938.0,73450.0,0.08206811653672548,100000.0
2025. 7. 14,KT,애플,AIP16P,아이폰 16 프로,128GB,더블유,기기변경,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,2299000.0,690000.0,480000.0,1129000.0,47042.0,157042.0,110000,1229481.0,51228.0,161228.0,0.089,100481.0
2025. 7. 14,KT,애플,AIP16P,아이폰 16 프로,128GB,더블유,기기변경,공시,Y 스페셜,100000.0,2299000.0,690000.0,480000.0,1129000.0,47042.0,147042.0,100000,1229481.0,51228.0,151228.0,0.089,100481.0
2025. 7. 14,KT,애플,AIP16P,아이폰 16 프로,128GB,더블유,기기변경,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,2299000.0,690000.0,480000.0,1129000.0,47042.0,137042.0,90000,1229481.0,51228.0,141228.0,0.089,100481.0
2025. 7. 14,KT,애플,AIP16P,아이폰 16 프로,128GB,더블유,기기변경,공시,5G 심플 30GB,61000.0,2299000.0,433500.0,120000.0,1745500.0,72729.0,133729.0,61000,1867685.0,77820.0,138820.0,0.07,122185.0
2025. 7. 14,KT,애플,AIP16P,아이폰 16 프로,128GB,더블유,기기변경,공시,5G 슬림 4GB(이월),37000.0,1540000.0,241500.0,30000.0,1268500.0,52854.0,71367.0,18513,1368712.0,57030.0,75543.0,0.079,100212.0
2025. 7. 14,KT,애플,AIP16PS,아이폰 16 플러스,128GB,더블유,신규가입,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,1342000.0,632500.0,250000.0,459500.0,19146.0,129146.0,110000,559671.0,23320.0,133320.0,0.218,100171.0
2025. 7. 14,KT,애플,AIP16PS,아이폰 16 플러스,128GB,더블유,신규가입,공시,Y 스페셜,100000.0,1342000.0,575000.0,250000.0,517000.0,21542.0,121542.0,100000,617000.0,25708.0,125708.0,0.19342359767891681,100000.0
2025. 7. 14,KT,애플,AIP16PS,아이폰 16 플러스,128GB,더블유,신규가입,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,1342000.0,575000.0,100000.0,667000.0,27792.0,117792.0,90000,767050.0,31960.0,121960.0,0.15,100050.0
2025. 7. 14,KT,애플,AIP16PS,아이폰 16 플러스,128GB,더블유,신규가입,공시,5G 심플 30GB,61000.0,1342000.0,381800.0,100000.0,860200.0,35842.0,96842.0,61000,960200.0,40008.0,101008.0,0.11625203441060218,100000.0
2025. 7. 14,KT,애플,AIP16PS,아이폰 16 플러스,128GB,더블유,신규가입,공시,5G 슬림 4GB(이월),37000.0,1342000.0,241500.0,80000.0,1020500.0,42521.0,61034.0,18513,1120509.0,46688.0,65201.0,0.098,100009.0
2025. 7. 14,KT,애플,AIP16PS,아이폰 16 플러스,128GB,더블유,번호이동,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,1342000.0,632500.0,670000.0,39500.0,1646.0,111646.0,110000,139514.0,5813.0,115813.0,2.532,100014.0
2025. 7. 14,KT,애플,AIP16PS,아이폰 16 플러스,128GB,더블유,번호이동,공시,Y 스페셜,100000.0,1342000.0,575000.0,620000.0,147000.0,6125.0,106125.0,100000,247000.0,10292.0,110292.0,0.6802721088435374,100000.0
2025. 7. 14,KT,애플,AIP16PS,아이폰 16 플러스,128GB,더블유,번호이동,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,1342000.0,575000.0,620000.0,147000.0,6125.0,96125.0,90000,247000.0,10292.0,100292.0,0.6802721088435374,100000.0
2025. 7. 14,KT,애플,AIP16PS,아이폰 16 플러스,128GB,더블유,번호이동,공시,5G 심플 30GB,61000.0,1342000.0,381800.0,170000.0,790200.0,32925.0,93925.0,61000,890555.0,37106.0,98106.0,0.127,100355.0
2025. 7. 14,KT,애플,AIP16PS,아이폰 16 플러스,128GB,더블유,번호이동,공시,5G 슬림 4GB(이월),37000.0,1342000.0,241500.0,80000.0,1020500.0,42521.0,61034.0,18513,1120509.0,46688.0,65201.0,0.098,100009.0
2025. 7. 14,KT,애플,AIP16PS,아이폰 16 플러스,128GB,더블유,기기변경,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,1342000.0,632500.0,480000.0,229500.0,9562.0,119562.0,110000,329562.0,13732.0,123732.0,0.436,100062.0
2025. 7. 14,KT,애플,AIP16PS,아이폰 16 플러스,128GB,더블유,기기변경,공시,Y 스페셜,100000.0,1342000.0,575000.0,480000.0,287000.0,11958.0,111958.0,100000,387000.0,16125.0,116125.0,0.34843205574912894,100000.0
2025. 7. 14,KT,애플,AIP16PS,아이폰 16 플러스,128GB,더블유,기기변경,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,1342000.0,575000.0,480000.0,287000.0,11958.0,101958.0,90000,387000.0,16125.0,106125.0,0.34843205574912894,100000.0
2025. 7. 14,KT,애플,AIP16PS,아이폰 16 플러스,128GB,더블유,기기변경,공시,5G 심플 30GB,61000.0,1342000.0,381800.0,120000.0,840200.0,35008.0,96008.0,61000,940200.0,39175.0,100175.0,0.11901928112354201,100000.0
2025. 7. 14,KT,애플,AIP16PS,아이폰 16 플러스,128GB,더블유,기기변경,공시,5G 슬림 4GB(이월),37000.0,1342000.0,241500.0,30000.0,1070500.0,44604.0,63117.0,18513,1170500.0,48771.0,67284.0,0.09341429238673517,100000.0
2025. 7. 14,KT,애플,AIP16,아이폰 16,128GB,더블유,신규가입,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,1243000.0,632500.0,250000.0,360500.0,15021.0,125021.0,110000,460500.0,19188.0,129188.0,0.27739251040221913,100000.0
2025. 7. 14,KT,애플,AIP16,아이폰 16,128GB,더블유,신규가입,공시,Y 스페셜,100000.0,1243000.0,575000.0,250000.0,418000.0,17417.0,117417.0,100000,518000.0,21583.0,121583.0,0.23923444976076555,100000.0
2025. 7. 14,KT,애플,AIP16,아이폰 16,128GB,더블유,신규가입,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,1243000.0,575000.0,100000.0,568000.0,23667.0,113667.0,90000,668000.0,27833.0,117833.0,0.176056338028169,100000.0
2025. 7. 14,KT,애플,AIP16,아이폰 16,128GB,더블유,신규가입,공시,5G 심플 30GB,61000.0,1243000.0,381800.0,100000.0,761200.0,31717.0,92717.0,61000,861200.0,35883.0,96883.0,0.13137151865475566,100000.0
2025. 7. 14,KT,애플,AIP16,아이폰 16,128GB,더블유,신규가입,공시,5G 슬림 4GB(이월),37000.0,1243000.0,241500.0,80000.0,921500.0,38396.0,56909.0,18513,1021944.0,42581.0,61094.0,0.109,100444.0
2025. 7. 14,KT,애플,AIP16,아이폰 16,128GB,더블유,번호이동,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,1243000.0,632500.0,670000.0,-59500.0,-2479.0,107521.0,110000,40520.0,1688.0,111688.0,1.681,100020.0
2025. 7. 14,KT,애플,AIP16,아이폰 16,128GB,더블유,번호이동,공시,Y 스페셜,100000.0,1243000.0,575000.0,620000.0,48000.0,2000.0,102000.0,100000,148000.0,6167.0,106167.0,2.0833333333333335,100000.0
2025. 7. 14,KT,애플,AIP16,아이폰 16,128GB,더블유,번호이동,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,1243000.0,575000.0,620000.0,48000.0,2000.0,92000.0,90000,148000.0,6167.0,96167.0,2.0833333333333335,100000.0
2025. 7. 14,KT,애플,AIP16,아이폰 16,128GB,더블유,번호이동,공시,5G 심플 30GB,61000.0,1243000.0,381800.0,170000.0,691200.0,28800.0,89800.0,61000,791424.0,32976.0,93976.0,0.145,100224.0
2025. 7. 14,KT,애플,AIP16,아이폰 16,128GB,더블유,번호이동,공시,5G 슬림 4GB(이월),37000.0,1243000.0,241500.0,80000.0,921500.0,38396.0,56909.0,18513,1021944.0,42581.0,61094.0,0.109,100444.0
2025. 7. 14,KT,애플,AIP16,아이폰 16,128GB,더블유,기기변경,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,1243000.0,632500.0,480000.0,130500.0,5438.0,115438.0,110000,230500.0,9604.0,119604.0,0.7662835249042146,100000.0
2025. 7. 14,KT,애플,AIP16,아이폰 16,128GB,더블유,기기변경,공시,Y 스페셜,100000.0,1243000.0,575000.0,480000.0,188000.0,7833.0,107833.0,100000,288016.0,12001.0,112001.0,0.532,100016.0
2025. 7. 14,KT,애플,AIP16,아이폰 16,128GB,더블유,기기변경,공시,(유튜브 프리미엄) 초이스 베이직,90000.0,1243000.0,575000.0,480000.0,188000.0,7833.0,97833.0,90000,288016.0,12001.0,102001.0,0.532,100016.0
2025. 7. 14,KT,애플,AIP16,아이폰 16,128GB,더블유,기기변경,공시,5G 심플 30GB,61000.0,1243000.0,381800.0,120000.0,741200.0,30883.0,91883.0,61000,841262.0,35053.0,96053.0,0.135,100062.0
2025. 7. 14,KT,애플,AIP16,아이폰 16,128GB,더블유,기기변경,공시,5G 슬림 4GB(이월),37000.0,1243000.0,241500.0,30000.0,971500.0,40479.0,58992.0,18513,1071564.0,44649.0,63162.0,0.103,100064.0
2025. 7. 14,KT,삼성,F956,갤럭시 Z 폴드 6,256GB,더블유,신규가입,공시,(유튜브 프리미엄) 초이스 스페셜,110000.0,2229700.0,575000.0,250000.0,1404700.0,58529.0,168529.0,110000,1504700.0,62696.0,172696.0,0.07118957784580338,100000.0
2025. 7. 14,KT,삼성,F956,갤럭시 Z 폴드 6,256GB,더블유,신규가입,공시,Y 스페셜,100000.0,2229700.0,575000.0,250000.0,1404700.0,58529.0,158529.0,100000,1504700.0,62696.0,162696.0,0.07118957784580338,100000.0
