index,location,region,link
605,부천시 원미구_SKT MD 상동직영점,부천시 원미구,https://www.daangn.com/kr/local-profile/skt-md-%EC%83%81%EB%8F%99%EC%A7%81%EC%98%81%EC%A0%90-kf2p626hoqvf/
606,부천시 원미구_모바일JM,부천시 원미구,https://www.daangn.com/kr/local-profile/%EB%AA%A8%EB%B0%94%EC%9D%BCjm-m87owvxx8d5m/
607,부천시 원미구_모바일JU,부천시 원미구,https://www.daangn.com/kr/local-profile/%EB%AA%A8%EB%B0%94%EC%9D%BCju-gkavqwpqs12k/
608,부천시 원미구_부천 휴대폰 성지 옆커폰 부천점,부천시 원미구,https://www.daangn.com/kr/local-profile/%EB%B6%80%EC%B2%9C-%ED%9C%B4%EB%8C%80%ED%8F%B0-%EC%84%B1%EC%A7%80-%EC%98%86%EC%BB%A4%ED%8F%B0-%EB%B6%80%EC%B2%9C%EC%A0%90-a6id8gmma79u/
609,부천시 원미구_상상통신,부천시 원미구,https://www.daangn.com/kr/local-profile/%EC%83%81%EC%83%81%ED%86%B5%EC%8B%A0-5eryiephfp2f/
610,부천시 원미구_세명정보통신 도당점,부천시 원미구,https://www.daangn.com/kr/local-profile/%EC%84%B8%EB%AA%85%EC%A0%95%EB%B3%B4%ED%86%B5%EC%8B%A0-%EB%8F%84%EB%8B%B9%EC%A0%90-iqejf9noy47f/
611,부천시 원미구_아이티민족,부천시 원미구,https://www.daangn.com/kr/local-profile/%EC%95%84%EC%9D%B4%ED%8B%B0%EB%AF%BC%EC%A1%B1-y9a9doui8t52/
612,부천시 원미구_휴대폰성지 휴대폰파크 부천점,부천시 원미구,https://www.daangn.com/kr/local-profile/%ED%9C%B4%EB%8C%80%ED%8F%B0%EC%84%B1%EC%A7%80-%ED%9C%B4%EB%8C%80%ED%8F%B0%ED%8C%8C%ED%81%AC-%EB%B6%80%EC%B2%9C%EC%A0%90-a3eny17kat4t/
613,브로드밴드 서대구_sk브로드밴드 서대구지점,브로드밴드 서대구,https://www.daangn.com/kr/local-profile/sk%EB%B8%8C%EB%A1%9C%EB%93%9C%EB%B0%B4%EB%93%9C-%EC%84%9C%EB%8C%80%EA%B5%AC%EC%A7%80%EC%A0%90-91mvu9m4y9w7/
614,비 즈구_윈썸오브제,비 즈구,https://www.daangn.com/kr/local-profile/%EC%9C%88%EC%8D%B8%EC%98%A4%EB%B8%8C%EC%A0%9C-vjo21wj6z3e9/
615,사기나 호구_휴대폰 구매대행 및 상담,사기나 호구,https://www.daangn.com/kr/local-profile/%ED%9C%B4%EB%8C%80%ED%8F%B0-%EA%B5%AC%EB%A7%A4%EB%8C%80%ED%96%89-%EB%B0%8F-%EC%83%81%EB%8B%B4-z91dsz4nk1o7/
616,산본시장 입구_엘케이모바일,산본시장 입구,https://www.daangn.com/kr/local-profile/%EC%97%98%EC%BC%80%EC%9D%B4%EB%AA%A8%EB%B0%94%EC%9D%BC-jvqzh9ys4pgw/
617,살수있는곳 자발적호구_열린폰마트고강점,살수있는곳 자발적호구,https://www.daangn.com/kr/local-profile/%EC%97%B4%EB%A6%B0%ED%8F%B0%EB%A7%88%ED%8A%B8%EA%B3%A0%EA%B0%95%EC%A0%90-455bni4pqv4h/
618,삼삼 친구_소새울,삼삼 친구,https://www.daangn.com/kr/local-profile/%EC%86%8C%EC%83%88%EC%9A%B8-wfssu14koz5n/
619,상관없이 누구_LG유플러스 덕풍동 하남프라자점,상관없이 누구,https://www.daangn.com/kr/local-profile/lg%EC%9C%A0%ED%94%8C%EB%9F%AC%EC%8A%A4-%EB%8D%95%ED%92%8D%EB%8F%99-%ED%95%98%EB%82%A8%ED%94%84%EB%9D%BC%EC%9E%90%EC%A0%90-zygockqwuw2a/
620,상품을 누구_롯데하이마트봉천점,상품을 누구,https://www.daangn.com/kr/local-profile/%EB%A1%AF%EB%8D%B0%ED%95%98%EC%9D%B4%EB%A7%88%ED%8A%B8%EB%B4%89%EC%B2%9C%EC%A0%90-fecgnj6moa47/
1135,서울시성 북구_폰마트 컴마트,서울시성 북구,https://www.daangn.com/kr/local-profile/%ED%8F%B0%EB%A7%88%ED%8A%B8-%EC%BB%B4%EB%A7%88%ED%8A%B8-zduabejzsvu1/
1136,서울시성 북구_폰마트 컴마트,서울시성 북구,https://www.daangn.com/kr/local-profile/%ED%8F%B0%EB%A7%88%ED%8A%B8-%EC%BB%B4%EB%A7%88%ED%8A%B8-zduabejzsvu1/
1137,성남시 분당구_KT서현역직영점,성남시 분당구,https://www.daangn.com/kr/local-profile/kt%EC%84%9C%ED%98%84%EC%97%AD%EC%A7%81%EC%98%81%EC%A0%90-1fwho3zqxor9/
1138,성남시 분당구_SK텔레콤 논현대리점 판교직영점,성남시 분당구,https://www.daangn.com/kr/local-profile/sk%ED%85%94%EB%A0%88%EC%BD%A4-%EB%85%BC%ED%98%84%EB%8C%80%EB%A6%AC%EC%A0%90-%ED%8C%90%EA%B5%90%EC%A7%81%EC%98%81%EC%A0%90-683machr814b/
1139,성남시 분당구_SK텔레콤 정자역 카페거리점,성남시 분당구,https://www.daangn.com/kr/local-profile/sk%ED%85%94%EB%A0%88%EC%BD%A4-%EC%A0%95%EC%9E%90%EC%97%AD-%EC%B9%B4%ED%8E%98%EA%B1%B0%EB%A6%AC%EC%A0%90-ux7q6p8wcvc6/
1140,성남시 분당구_SK판교직영점,성남시 분당구,https://www.daangn.com/kr/local-profile/sk%ED%8C%90%EA%B5%90%EC%A7%81%EC%98%81%EC%A0%90-19vv4edgpufc/
1141,성남시 분당구_공부하는아이,성남시 분당구,https://www.daangn.com/kr/local-profile/%EA%B3%B5%EB%B6%80%ED%95%98%EB%8A%94%EC%95%84%EC%9D%B4-oq7wmx3sggw4/
1142,성남시 분당구_에스제이,성남시 분당구,https://www.daangn.com/kr/local-profile/%EC%97%90%EC%8A%A4%EC%A0%9C%EC%9D%B4-15vxjqvypm73/
1143,"성남시 분당구_엑셀보다,팀셀!",성남시 분당구,https://www.daangn.com/kr/local-profile/%EC%97%91%EC%85%80%EB%B3%B4%EB%8B%A4-%ED%8C%80%EC%85%80-a1fdt79s8uvf/
1144,성남시 분당구_엠커뮤니케이션,성남시 분당구,https://www.daangn.com/kr/local-profile/%EC%97%A0%EC%BB%A4%EB%AE%A4%EB%8B%88%EC%BC%80%EC%9D%B4%EC%85%98-dynrjxgzk51a/
1145,성남시 분당구_옆커폰분당오리점,성남시 분당구,https://www.daangn.com/kr/local-profile/%EC%98%86%EC%BB%A4%ED%8F%B0%EB%B6%84%EB%8B%B9%EC%98%A4%EB%A6%AC%EC%A0%90-jxtdstnb4ctb/
1146,성남시 분당구_이지모바일,성남시 분당구,https://www.daangn.com/kr/local-profile/%EC%9D%B4%EC%A7%80%EB%AA%A8%EB%B0%94%EC%9D%BC-11prfqbvuxm8/
1147,성남시 분당구_중고폰 앤트커머스,성남시 분당구,https://www.daangn.com/kr/local-profile/%EC%A4%91%EA%B3%A0%ED%8F%B0-%EC%95%A4%ED%8A%B8%EC%BB%A4%EB%A8%B8%EC%8A%A4-rshv4u351hv3/
1148,성남시 분당구_폰사요몰 분당점,성남시 분당구,https://www.daangn.com/kr/local-profile/%ED%8F%B0%EC%82%AC%EC%9A%94%EB%AA%B0-%EB%B6%84%EB%8B%B9%EC%A0%90-jvg9qxgzp8m7/
1149,성남시 분당구_프라임,성남시 분당구,https://www.daangn.com/kr/local-profile/%ED%94%84%EB%9D%BC%EC%9E%84-m8fusr5p2kfh/
1150,성남시 분당구_프라임,성남시 분당구,https://www.daangn.com/kr/local-profile/%ED%94%84%EB%9D%BC%EC%9E%84-m8fusr5p2kfh/
1151,성남시 분당구_휴대폰맛집,성남시 분당구,https://www.daangn.com/kr/local-profile/%ED%9C%B4%EB%8C%80%ED%8F%B0%EB%A7%9B%EC%A7%91-1fipmdawmgwa/
1152,성남시 분당구_힐링쉴드 액정보호필름부착점,성남시 분당구,https://www.daangn.com/kr/local-profile/%ED%9E%90%EB%A7%81%EC%89%B4%EB%93%9C-%EC%95%A1%EC%A0%95%EB%B3%B4%ED%98%B8%ED%95%84%EB%A6%84%EB%B6%80%EC%B0%A9%EC%A0%90-y1g6hivp7pt4/
1153,성남시 수정구_GS편의점,성남시 수정구,https://www.daangn.com/kr/local-profile/gs%ED%8E%B8%EC%9D%98%EC%A0%90-qfwb6jvbs8th/
1154,성남시 수정구_KT 300텔레콤 위례중앙점,성남시 수정구,https://www.daangn.com/kr/local-profile/kt-300%ED%85%94%EB%A0%88%EC%BD%A4-%EC%9C%84%EB%A1%80%EC%A4%91%EC%95%99%EC%A0%90-nfxwqt3z1afq/
1155,성남시 수정구_LGU+중앙점,성남시 수정구,https://www.daangn.com/kr/local-profile/lgu-%EC%A4%91%EC%95%99%EC%A0%90-nuph2v962qnp/
1156,성남시 수정구_SKT 위례광장직영점_2,성남시 수정구,https://www.daangn.com/kr/local-profile/skt-%EC%9C%84%EB%A1%80%EA%B4%91%EC%9E%A5%EC%A7%81%EC%98%81%EC%A0%90-4ucohvxp4eon/
1157,성남시 수정구_꽃도령통신,성남시 수정구,https://www.daangn.com/kr/local-profile/%EA%BD%83%EB%8F%84%EB%A0%B9%ED%86%B5%EC%8B%A0-xf7o7ac75bz5/
1158,성남시 수정구_꽃도령통신,성남시 수정구,https://www.daangn.com/kr/local-profile/%EA%BD%83%EB%8F%84%EB%A0%B9%ED%86%B5%EC%8B%A0-xf7o7ac75bz5/
1159,성남시 수정구_꽃도령통신,성남시 수정구,https://www.daangn.com/kr/local-profile/%EA%BD%83%EB%8F%84%EB%A0%B9%ED%86%B5%EC%8B%A0-xf7o7ac75bz5/
1160,성남시 수정구_대박통신 위례점,성남시 수정구,https://www.daangn.com/kr/local-profile/%EB%8C%80%EB%B0%95%ED%86%B5%EC%8B%A0-%EC%9C%84%EB%A1%80%EC%A0%90-buhkw3o1k5nn/
1161,성남시 수정구_순수디케이스마트폰,성남시 수정구,https://www.daangn.com/kr/local-profile/%EC%88%9C%EC%88%98%EB%94%94%EC%BC%80%EC%9D%B4%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%8F%B0-zurkta4n7wa6/
1162,성남시 수정구_오케이(OK)모바일,성남시 수정구,https://www.daangn.com/kr/local-profile/%EC%98%A4%EC%BC%80%EC%9D%B4-ok-%EB%AA%A8%EB%B0%94%EC%9D%BC-hydt3tmg7u3v/
1163,성남시 수정구_지원네트웍스,성남시 수정구,https://www.daangn.com/kr/local-profile/%EC%A7%80%EC%9B%90%EB%84%A4%ED%8A%B8%EC%9B%8D%EC%8A%A4-m21pbfa2spvs/
1164,성남시 수정구_캐럿마켓,성남시 수정구,https://www.daangn.com/kr/local-profile/%EC%BA%90%EB%9F%BF%EB%A7%88%EC%BC%93-xsz769ewtd7u/
1165,성남시 수정구_파워컴(주),성남시 수정구,https://www.daangn.com/kr/local-profile/%ED%8C%8C%EC%9B%8C%EC%BB%B4-%EC%A3%BC-jgxw725vgkyc/
1166,성남시 수정구_폰톡,성남시 수정구,https://www.daangn.com/kr/local-profile/%ED%8F%B0%ED%86%A1-rnzsgpz2ctri/
1167,성남시 수정구_핸드폰클리닉 위례점,성남시 수정구,https://www.daangn.com/kr/local-profile/%ED%95%B8%EB%93%9C%ED%8F%B0%ED%81%B4%EB%A6%AC%EB%8B%89-%EC%9C%84%EB%A1%80%EC%A0%90-4ekq58p789ye/
1168,성남시 중원구_(주)엠케이아이엔씨,성남시 중원구,https://www.daangn.com/kr/local-profile/%EC%A3%BC-%EC%97%A0%EC%BC%80%EC%9D%B4%EC%95%84%EC%9D%B4%EC%97%94%EC%94%A8-15yvxd22ghkv/
1169,성남시 중원구_LG유플러스 모란역점,성남시 중원구,https://www.daangn.com/kr/local-profile/lg%EC%9C%A0%ED%94%8C%EB%9F%AC%EC%8A%A4-%EB%AA%A8%EB%9E%80%EC%97%AD%EC%A0%90-t4rcbe8gcmsc/
1170,성남시 중원구_가람월드,성남시 중원구,https://www.daangn.com/kr/local-profile/%EA%B0%80%EB%9E%8C%EC%9B%94%EB%93%9C-ovk6c17hbeyd/
1171,성남시 중원구_네오정보통신,성남시 중원구,https://www.daangn.com/kr/local-profile/%EB%84%A4%EC%98%A4%EC%A0%95%EB%B3%B4%ED%86%B5%EC%8B%A0-vb89j2ngrna3/
1172,성남시 중원구_대원모바일,성남시 중원구,https://www.daangn.com/kr/local-profile/%EB%8C%80%EC%9B%90%EB%AA%A8%EB%B0%94%EC%9D%BC-44cjcca6v65y/
1173,성남시 중원구_디지싸본점,성남시 중원구,https://www.daangn.com/kr/local-profile/%EB%94%94%EC%A7%80%EC%8B%B8%EB%B3%B8%EC%A0%90-xebxwj5gm1r7/
1174,성남시 중원구_마피아모바일EX,성남시 중원구,https://www.daangn.com/kr/local-profile/%EB%A7%88%ED%94%BC%EC%95%84%EB%AA%A8%EB%B0%94%EC%9D%BCex-i539iwoteigk/
1175,성남시 중원구_몬스터폰,성남시 중원구,https://www.daangn.com/kr/local-profile/%EB%AA%AC%EC%8A%A4%ED%84%B0%ED%8F%B0-yyj9wvh6c9re/
1176,성남시 중원구_성남 이지모바일,성남시 중원구,https://www.daangn.com/kr/local-profile/%EC%84%B1%EB%82%A8-%EC%9D%B4%EC%A7%80%EB%AA%A8%EB%B0%94%EC%9D%BC-2rdncphxz7nu/
1177,성남시 중원구_성남통신,성남시 중원구,https://www.daangn.com/kr/local-profile/%EC%84%B1%EB%82%A8%ED%86%B5%EC%8B%A0-q7q97yu6ynvc/
1178,성남시 중원구_에스와이SY모바일,성남시 중원구,https://www.daangn.com/kr/local-profile/%EC%97%90%EC%8A%A4%EC%99%80%EC%9D%B4sy%EB%AA%A8%EB%B0%94%EC%9D%BC-pqwhhnxab6o2/
1179,성남시 중원구_에이알AR모바일,성남시 중원구,https://www.daangn.com/kr/local-profile/%EC%97%90%EC%9D%B4%EC%95%8Car%EB%AA%A8%EB%B0%94%EC%9D%BC-enj8wiqtrb2s/
1180,성남시 중원구_휴대폰성지 옆커폰 성남모란점,성남시 중원구,https://www.daangn.com/kr/local-profile/%ED%9C%B4%EB%8C%80%ED%8F%B0%EC%84%B1%EC%A7%80-%EC%98%86%EC%BB%A4%ED%8F%B0-%EC%84%B1%EB%82%A8%EB%AA%A8%EB%9E%80%EC%A0%90-4btr9yoe4y22/
1181,성남시 중원구_휴대폰성지모두의폰,성남시 중원구,https://www.daangn.com/kr/local-profile/%ED%9C%B4%EB%8C%80%ED%8F%B0%EC%84%B1%EC%A7%80%EB%AA%A8%EB%91%90%EC%9D%98%ED%8F%B0-77urawbqwdwf/
1182,성지특 가구_퓨리모바일,성지특 가구,https://www.daangn.com/kr/local-profile/%ED%93%A8%EB%A6%AC%EB%AA%A8%EB%B0%94%EC%9D%BC-p9vwkghshem1/
1183,성지특 가구_휴대폰성지 옆커폰 용인상현점,성지특 가구,https://www.daangn.com/kr/local-profile/%ED%9C%B4%EB%8C%80%ED%8F%B0%EC%84%B1%EC%A7%80-%EC%98%86%EC%BB%A4%ED%8F%B0-%EC%9A%A9%EC%9D%B8%EC%83%81%ED%98%84%EC%A0%90-ebtb8wr5o5ai/
1184,소식을 누구_선봉모바일7호점,소식을 누구,https://www.daangn.com/kr/local-profile/%EC%84%A0%EB%B4%89%EB%AA%A8%EB%B0%94%EC%9D%BC7%ED%98%B8%EC%A0%90-x95461n2z56b/
1185,솔직하신사장님 좋은구_방교폰,솔직하신사장님 좋은구,https://www.daangn.com/kr/local-profile/%EB%B0%A9%EA%B5%90%ED%8F%B0-nw574uitjqbc/
1186,수리 대구_KT,수리 대구,https://www.daangn.com/kr/local-profile/kt-uabm5pasg9ok/
1187,수리 대구_K모바일(휴대폰성지),수리 대구,https://www.daangn.com/kr/local-profile/k%EB%AA%A8%EB%B0%94%EC%9D%BC-%ED%9C%B4%EB%8C%80%ED%8F%B0%EC%84%B1%EC%A7%80-inegr592mh5s/
1188,수리 대구_경산인터넷가입센터,수리 대구,https://www.daangn.com/kr/local-profile/%EA%B2%BD%EC%82%B0%EC%9D%B8%ED%84%B0%EB%84%B7%EA%B0%80%EC%9E%85%EC%84%BC%ED%84%B0-xyer8tzi72pp/
1189,수리 대구_스타통신,수리 대구,https://www.daangn.com/kr/local-profile/%EC%8A%A4%ED%83%80%ED%86%B5%EC%8B%A0-v3ph3x6eoh31/
1190,수리 대구_쌍둥이폰마트,수리 대구,https://www.daangn.com/kr/local-profile/%EC%8C%8D%EB%91%A5%EC%9D%B4%ED%8F%B0%EB%A7%88%ED%8A%B8-g1t1gk6eaphn/
1191,수리 대구_연희통신,수리 대구,https://www.daangn.com/kr/local-profile/%EC%97%B0%ED%9D%AC%ED%86%B5%EC%8B%A0-jftzezbk57ph/
1192,수리 대구_우리동네폰집,수리 대구,https://www.daangn.com/kr/local-profile/%EC%9A%B0%EB%A6%AC%EB%8F%99%EB%84%A4%ED%8F%B0%EC%A7%91-piry19bqwar5/
1193,수리 대구_최가통신,수리 대구,https://www.daangn.com/kr/local-profile/%EC%B5%9C%EA%B0%80%ED%86%B5%EC%8B%A0-zrrfygj4zma1/
1194,수리 대구_컴퓨터노트북재능기부센터,수리 대구,https://www.daangn.com/kr/local-profile/%EC%BB%B4%ED%93%A8%ED%84%B0%EB%85%B8%ED%8A%B8%EB%B6%81%EC%9E%AC%EB%8A%A5%EA%B8%B0%EB%B6%80%EC%84%BC%ED%84%B0-41owrqxonpdo/
1195,수리 대구_행운모바일,수리 대구,https://www.daangn.com/kr/local-profile/%ED%96%89%EC%9A%B4%EB%AA%A8%EB%B0%94%EC%9D%BC-h1ye9tx4kd7g/
1196,수원시 권선구_(H&J)모바일,수원시 권선구,https://www.daangn.com/kr/local-profile/h-j-%EB%AA%A8%EB%B0%94%EC%9D%BC-4say65pwze92/
1197,수원시 권선구_두꺼비수거,수원시 권선구,https://www.daangn.com/kr/local-profile/%EB%91%90%EA%BA%BC%EB%B9%84%EC%88%98%EA%B1%B0-2s745z66n2n2/
1198,수원시 권선구_매교 대박폰,수원시 권선구,https://www.daangn.com/kr/local-profile/%EB%A7%A4%EA%B5%90-%EB%8C%80%EB%B0%95%ED%8F%B0-7xg5botfcw8k/
1199,수원시 권선구_브로,수원시 권선구,https://www.daangn.com/kr/local-profile/%EB%B8%8C%EB%A1%9C-5yqe6hhjc927/
1200,수원시 권선구_에이스모바일,수원시 권선구,https://www.daangn.com/kr/local-profile/%EC%97%90%EC%9D%B4%EC%8A%A4%EB%AA%A8%EB%B0%94%EC%9D%BC-gqs6socrg4oo/
1201,수원시 권선구_카드단말기 포스 키오스크 무선단말기,수원시 권선구,https://www.daangn.com/kr/local-profile/%EC%B9%B4%EB%93%9C%EB%8B%A8%EB%A7%90%EA%B8%B0-%ED%8F%AC%EC%8A%A4-%ED%82%A4%EC%98%A4%EC%8A%A4%ED%81%AC-%EB%AC%B4%EC%84%A0%EB%8B%A8%EB%A7%90%EA%B8%B0-hza2vj8f1ydb/
1202,수원시 권선구_케이스토어 권선점,수원시 권선구,https://www.daangn.com/kr/local-profile/%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%86%A0%EC%96%B4-%EA%B6%8C%EC%84%A0%EC%A0%90-ivf9vqgz5jaj/
1203,수원시 권선구_태성모바일,수원시 권선구,https://www.daangn.com/kr/local-profile/%ED%83%9C%EC%84%B1%EB%AA%A8%EB%B0%94%EC%9D%BC-hi6b8kiuqfjf/
1204,수원시 권선구_투데이모바일,수원시 권선구,https://www.daangn.com/kr/local-profile/%ED%88%AC%EB%8D%B0%EC%9D%B4%EB%AA%A8%EB%B0%94%EC%9D%BC-ghfb218g5ug9/
1205,수원시 권선구_퍼펙트컴퍼니,수원시 권선구,https://www.daangn.com/kr/local-profile/%ED%8D%BC%ED%8E%99%ED%8A%B8%EC%BB%B4%ED%8D%BC%EB%8B%88-yan5vxkthhon/
1206,수원시 권선구_형제통신T shop,수원시 권선구,https://www.daangn.com/kr/local-profile/%ED%98%95%EC%A0%9C%ED%86%B5%EC%8B%A0t-shop-ert95pmtup56/
1207,수원시 권선구_휴대폰 꿀성지 권선점,수원시 권선구,https://www.daangn.com/kr/local-profile/%ED%9C%B4%EB%8C%80%ED%8F%B0-%EA%BF%80%EC%84%B1%EC%A7%80-%EA%B6%8C%EC%84%A0%EC%A0%90-hk9bbai62swp/
1208,수원시 영통구_1등폰 망포점,수원시 영통구,https://www.daangn.com/kr/local-profile/1%EB%93%B1%ED%8F%B0-%EB%A7%9D%ED%8F%AC%EC%A0%90-ys4j5o4ya8gt/
1209,수원시 영통구_LG유플러스 매탄동 매탄시장점,수원시 영통구,https://www.daangn.com/kr/local-profile/lg%EC%9C%A0%ED%94%8C%EB%9F%AC%EC%8A%A4-%EB%A7%A4%ED%83%84%EB%8F%99-%EB%A7%A4%ED%83%84%EC%8B%9C%EC%9E%A5%EC%A0%90-ex71hugxepz8/
1210,수원시 영통구_광교 휴대폰 백화점,수원시 영통구,https://www.daangn.com/kr/local-profile/%EA%B4%91%EA%B5%90-%ED%9C%B4%EB%8C%80%ED%8F%B0-%EB%B0%B1%ED%99%94%EC%A0%90-yfs7jsyo6jxa/
1211,수원시 영통구_광교휴대폰성지모두의폰,수원시 영통구,https://www.daangn.com/kr/local-profile/%EA%B4%91%EA%B5%90%ED%9C%B4%EB%8C%80%ED%8F%B0%EC%84%B1%EC%A7%80%EB%AA%A8%EB%91%90%EC%9D%98%ED%8F%B0-ec7r552xuf6a/
1212,수원시 영통구_기가텔레콤,수원시 영통구,https://www.daangn.com/kr/local-profile/%EA%B8%B0%EA%B0%80%ED%85%94%EB%A0%88%EC%BD%A4-y8s9mik2arvu/
1213,수원시 영통구_나린모바일,수원시 영통구,https://www.daangn.com/kr/local-profile/%EB%82%98%EB%A6%B0%EB%AA%A8%EB%B0%94%EC%9D%BC-iurk2hifo76w/
1214,수원시 영통구_모바일MZ,수원시 영통구,https://www.daangn.com/kr/local-profile/%EB%AA%A8%EB%B0%94%EC%9D%BCmz-nzqzrgowdyde/
1215,수원시 영통구_삼성it,수원시 영통구,https://www.daangn.com/kr/local-profile/%EC%82%BC%EC%84%B1it-af2oqu48m11z/
1216,수원시 영통구_이스트,수원시 영통구,https://www.daangn.com/kr/local-profile/%EC%9D%B4%EC%8A%A4%ED%8A%B8-krej6zmpmgga/
1217,수원시 영통구_인터넷성지,수원시 영통구,https://www.daangn.com/kr/local-profile/%EC%9D%B8%ED%84%B0%EB%84%B7%EC%84%B1%EC%A7%80-n6qz2npj3aqs/
1218,수원시 영통구_정모바일,수원시 영통구,https://www.daangn.com/kr/local-profile/%EC%A0%95%EB%AA%A8%EB%B0%94%EC%9D%BC-pf4ay6nc8s33/
1219,수원시 영통구_투데이 선불폰,수원시 영통구,https://www.daangn.com/kr/local-profile/%ED%88%AC%EB%8D%B0%EC%9D%B4-%EC%84%A0%EB%B6%88%ED%8F%B0-dv2e95wi2umo/
1220,수원시 영통구_티티모바일,수원시 영통구,https://www.daangn.com/kr/local-profile/%ED%8B%B0%ED%8B%B0%EB%AA%A8%EB%B0%94%EC%9D%BC-vm4ovqf4fb19/
1221,수원시 영통구_한국통신,수원시 영통구,https://www.daangn.com/kr/local-profile/%ED%95%9C%EA%B5%AD%ED%86%B5%EC%8B%A0-z3d5aq5yvt7n/
1222,수원시 장안구_DC마켓,수원시 장안구,https://www.daangn.com/kr/local-profile/dc%EB%A7%88%EC%BC%93-z9tgiwaxe9cz/
1223,수원시 장안구_명폰2호점,수원시 장안구,https://www.daangn.com/kr/local-profile/%EB%AA%85%ED%8F%B02%ED%98%B8%EC%A0%90-er99g7gm1bun/
1224,수원시 장안구_별빛통신,수원시 장안구,https://www.daangn.com/kr/local-profile/%EB%B3%84%EB%B9%9B%ED%86%B5%EC%8B%A0-23waq2n2htez/
1225,수원시 장안구_오케이모바일,수원시 장안구,https://www.daangn.com/kr/local-profile/%EC%98%A4%EC%BC%80%EC%9D%B4%EB%AA%A8%EB%B0%94%EC%9D%BC-x84onyr2msiw/
1226,수원시 장안구_우리모바일,수원시 장안구,https://www.daangn.com/kr/local-profile/%EC%9A%B0%EB%A6%AC%EB%AA%A8%EB%B0%94%EC%9D%BC-mn8u5438cufy/
1227,수원시 장안구_월드수원,수원시 장안구,https://www.daangn.com/kr/local-profile/%EC%9B%94%EB%93%9C%EC%88%98%EC%9B%90-7ztopntiuety/
1228,수원시 장안구_티와이모바일,수원시 장안구,https://www.daangn.com/kr/local-profile/%ED%8B%B0%EC%99%80%EC%9D%B4%EB%AA%A8%EB%B0%94%EC%9D%BC-q12m8kbtksvk/
1229,수원시 팔달구_내일은영업왕,수원시 팔달구,https://www.daangn.com/kr/local-profile/%EB%82%B4%EC%9D%BC%EC%9D%80%EC%98%81%EC%97%85%EC%99%95-ezcgeyqj51c9/
1230,수원시 팔달구_디와이텔레콤,수원시 팔달구,https://www.daangn.com/kr/local-profile/%EB%94%94%EC%99%80%EC%9D%B4%ED%85%94%EB%A0%88%EC%BD%A4-2xzpg971m9om/
1231,수원시 팔달구_소녀폰 수원역점,수원시 팔달구,https://www.daangn.com/kr/local-profile/%EC%86%8C%EB%85%80%ED%8F%B0-%EC%88%98%EC%9B%90%EC%97%AD%EC%A0%90-o63oj248s5fq/
1232,수원시 팔달구_수원폰성지,수원시 팔달구,https://www.daangn.com/kr/local-profile/%EC%88%98%EC%9B%90%ED%8F%B0%EC%84%B1%EC%A7%80-t4hpmg6dwnnf/
1233,수원시 팔달구_씨에이치모바일,수원시 팔달구,https://www.daangn.com/kr/local-profile/%EC%94%A8%EC%97%90%EC%9D%B4%EC%B9%98%EB%AA%A8%EB%B0%94%EC%9D%BC-81suhk9y6zh2/
1234,수원시 팔달구_아이나노Az,수원시 팔달구,https://www.daangn.com/kr/local-profile/%EC%95%84%EC%9D%B4%EB%82%98%EB%85%B8az-983ebatee4tg/
1235,수원시 팔달구_옆커폰 수원남문점,수원시 팔달구,https://www.daangn.com/kr/local-profile/%EC%98%86%EC%BB%A4%ED%8F%B0-%EC%88%98%EC%9B%90%EB%82%A8%EB%AC%B8%EC%A0%90-uc3w5thy273b/
1236,수원시 팔달구_오롯이모바일,수원시 팔달구,https://www.daangn.com/kr/local-profile/%EC%98%A4%EB%A1%AF%EC%9D%B4%EB%AA%A8%EB%B0%94%EC%9D%BC-fe9i34yqos7k/
1237,수원시 팔달구_와이스토어,수원시 팔달구,https://www.daangn.com/kr/local-profile/%EC%99%80%EC%9D%B4%EC%8A%A4%ED%86%A0%EC%96%B4-k11vefyhg2kx/
1238,수원시 팔달구_이슈,수원시 팔달구,https://www.daangn.com/kr/local-profile/%EC%9D%B4%EC%8A%88-433rfpi3agh5/
1239,수원시 팔달구_인계 휴대폰 할인매장,수원시 팔달구,https://www.daangn.com/kr/local-profile/%EC%9D%B8%EA%B3%84-%ED%9C%B4%EB%8C%80%ED%8F%B0-%ED%95%A0%EC%9D%B8%EB%A7%A4%EC%9E%A5-ogcmwsmrpnsp/
1240,수원시 팔달구_일신통신,수원시 팔달구,https://www.daangn.com/kr/local-profile/%EC%9D%BC%EC%8B%A0%ED%86%B5%EC%8B%A0-m5bx79fh7jyc/
1241,수원시 팔달구_정직한휴대폰,수원시 팔달구,https://www.daangn.com/kr/local-profile/%EC%A0%95%EC%A7%81%ED%95%9C%ED%9C%B4%EB%8C%80%ED%8F%B0-w3f4b4vtxvc8/
1242,수원시 팔달구_주식회사 라온아이,수원시 팔달구,https://www.daangn.com/kr/local-profile/%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC-%EB%9D%BC%EC%98%A8%EC%95%84%EC%9D%B4-o455gjyg37ro/
