date,crawled_at,carrier,manufacturer,scrb_type_name,network_type,device_nm,plan_name,monthly_fee,release_price,public_support_fee,additional_support_fee,total_support_fee,total_price
2025-07-02,2025-07-14 15:56:05,KT,애플,기기변경,5G,iPhone 13 128G,(유튜브 프리미엄) 초이스 베이직,90000,748000,600000,90000,690000,58000
2025-07-02,2025-07-14 15:56:05,KT,애플,신규가입,5G,iPhone 13 128G,(유튜브 프리미엄) 초이스 베이직,90000,748000,600000,90000,690000,58000
2025-07-02,2025-07-14 15:56:05,KT,애플,번호이동,5G,iPhone 13 128G,(유튜브 프리미엄) 초이스 베이직,90000,748000,600000,90000,690000,58000
2025-07-02,2025-07-14 15:56:02,KT,애플,기기변경,5G,iPhone 14 128G,(유튜브 프리미엄) 초이스 베이직,90000,913000,600000,90000,690000,223000
2025-07-02,2025-07-14 15:56:02,KT,애플,신규가입,5G,iPhone 14 128G,(유튜브 프리미엄) 초이스 베이직,90000,913000,600000,90000,690000,223000
2025-07-02,2025-07-14 15:56:02,KT,애플,번호이동,5G,iPhone 14 128G,(유튜브 프리미엄) 초이스 베이직,90000,913000,600000,90000,690000,223000
2025-07-02,2025-07-14 15:56:02,KT,애플,기기변경,5G,iPhone 14 256G,(유튜브 프리미엄) 초이스 베이직,90000,1067000,600000,90000,690000,377000
2025-07-02,2025-07-14 15:56:02,KT,애플,신규가입,5G,iPhone 14 256G,(유튜브 프리미엄) 초이스 베이직,90000,1067000,600000,90000,690000,377000
2025-07-02,2025-07-14 15:56:02,KT,애플,번호이동,5G,iPhone 14 256G,(유튜브 프리미엄) 초이스 베이직,90000,1067000,600000,90000,690000,377000
2025-07-02,2025-07-14 15:56:02,KT,애플,기기변경,5G,iPhone 14 512G,(유튜브 프리미엄) 초이스 베이직,90000,1364000,600000,90000,690000,674000
2025-07-02,2025-07-14 15:56:02,KT,애플,신규가입,5G,iPhone 14 512G,(유튜브 프리미엄) 초이스 베이직,90000,1364000,600000,90000,690000,674000
2025-07-02,2025-07-14 15:56:02,KT,애플,번호이동,5G,iPhone 14 512G,(유튜브 프리미엄) 초이스 베이직,90000,1364000,600000,90000,690000,674000
2025-07-02,2025-07-14 15:56:05,KT,애플,기기변경,5G,iPhone 14 Plus 128G,(유튜브 프리미엄) 초이스 베이직,90000,1012000,600000,90000,690000,322000
2025-07-02,2025-07-14 15:56:05,KT,애플,신규가입,5G,iPhone 14 Plus 128G,(유튜브 프리미엄) 초이스 베이직,90000,1012000,600000,90000,690000,322000
2025-07-02,2025-07-14 15:56:05,KT,애플,번호이동,5G,iPhone 14 Plus 128G,(유튜브 프리미엄) 초이스 베이직,90000,1012000,600000,90000,690000,322000
2025-07-02,2025-07-14 15:56:02,KT,애플,기기변경,5G,iPhone 14 Plus 256G,(유튜브 프리미엄) 초이스 베이직,90000,1166000,600000,90000,690000,476000
2025-07-02,2025-07-14 15:56:02,KT,애플,신규가입,5G,iPhone 14 Plus 256G,(유튜브 프리미엄) 초이스 베이직,90000,1166000,600000,90000,690000,476000
2025-07-02,2025-07-14 15:56:02,KT,애플,번호이동,5G,iPhone 14 Plus 256G,(유튜브 프리미엄) 초이스 베이직,90000,1166000,600000,90000,690000,476000
2025-07-02,2025-07-14 15:56:02,KT,애플,기기변경,5G,iPhone 14 Plus 512G,(유튜브 프리미엄) 초이스 베이직,90000,1463000,600000,90000,690000,773000
2025-07-02,2025-07-14 15:56:02,KT,애플,신규가입,5G,iPhone 14 Plus 512G,(유튜브 프리미엄) 초이스 베이직,90000,1463000,600000,90000,690000,773000
2025-07-02,2025-07-14 15:56:02,KT,애플,번호이동,5G,iPhone 14 Plus 512G,(유튜브 프리미엄) 초이스 베이직,90000,1463000,600000,90000,690000,773000
2025-07-02,2025-07-14 15:56:02,KT,애플,기기변경,5G,iPhone 14 Pro 128G,(유튜브 프리미엄) 초이스 베이직,90000,1210000,700000,105000,805000,405000
2025-07-02,2025-07-14 15:56:02,KT,애플,신규가입,5G,iPhone 14 Pro 128G,(유튜브 프리미엄) 초이스 베이직,90000,1210000,700000,105000,805000,405000
2025-07-02,2025-07-14 15:56:02,KT,애플,번호이동,5G,iPhone 14 Pro 128G,(유튜브 프리미엄) 초이스 베이직,90000,1210000,700000,105000,805000,405000
2025-07-02,2025-07-14 15:55:59,KT,애플,기기변경,5G,iPhone 14 Pro 1T,(유튜브 프리미엄) 초이스 베이직,90000,1969000,700000,105000,805000,1164000
2025-07-02,2025-07-14 15:55:59,KT,애플,신규가입,5G,iPhone 14 Pro 1T,(유튜브 프리미엄) 초이스 베이직,90000,1969000,700000,105000,805000,1164000
2025-07-02,2025-07-14 15:55:59,KT,애플,번호이동,5G,iPhone 14 Pro 1T,(유튜브 프리미엄) 초이스 베이직,90000,1969000,700000,105000,805000,1164000
2025-07-02,2025-07-14 15:56:02,KT,애플,기기변경,5G,iPhone 14 Pro 256G,(유튜브 프리미엄) 초이스 베이직,90000,1364000,700000,105000,805000,559000
2025-07-02,2025-07-14 15:56:02,KT,애플,신규가입,5G,iPhone 14 Pro 256G,(유튜브 프리미엄) 초이스 베이직,90000,1364000,700000,105000,805000,559000
2025-07-02,2025-07-14 15:56:02,KT,애플,번호이동,5G,iPhone 14 Pro 256G,(유튜브 프리미엄) 초이스 베이직,90000,1364000,700000,105000,805000,559000
2025-07-02,2025-07-14 15:56:02,KT,애플,기기변경,5G,iPhone 14 Pro 512G,(유튜브 프리미엄) 초이스 베이직,90000,1661000,700000,105000,805000,856000
2025-07-02,2025-07-14 15:56:02,KT,애플,신규가입,5G,iPhone 14 Pro 512G,(유튜브 프리미엄) 초이스 베이직,90000,1661000,700000,105000,805000,856000
2025-07-02,2025-07-14 15:56:02,KT,애플,번호이동,5G,iPhone 14 Pro 512G,(유튜브 프리미엄) 초이스 베이직,90000,1661000,700000,105000,805000,856000
2025-07-02,2025-07-14 15:56:02,KT,애플,기기변경,5G,iPhone 14 Pro Max 128G,(유튜브 프리미엄) 초이스 베이직,90000,1419000,700000,105000,805000,614000
2025-07-02,2025-07-14 15:56:02,KT,애플,신규가입,5G,iPhone 14 Pro Max 128G,(유튜브 프리미엄) 초이스 베이직,90000,1419000,700000,105000,805000,614000
2025-07-02,2025-07-14 15:56:02,KT,애플,번호이동,5G,iPhone 14 Pro Max 128G,(유튜브 프리미엄) 초이스 베이직,90000,1419000,700000,105000,805000,614000
2025-07-02,2025-07-14 15:56:02,KT,애플,기기변경,5G,iPhone 14 Pro Max 1T,(유튜브 프리미엄) 초이스 베이직,90000,2167000,700000,105000,805000,1362000
2025-07-02,2025-07-14 15:56:02,KT,애플,신규가입,5G,iPhone 14 Pro Max 1T,(유튜브 프리미엄) 초이스 베이직,90000,2167000,700000,105000,805000,1362000
2025-07-02,2025-07-14 15:56:02,KT,애플,번호이동,5G,iPhone 14 Pro Max 1T,(유튜브 프리미엄) 초이스 베이직,90000,2167000,700000,105000,805000,1362000
2025-07-02,2025-07-14 15:56:02,KT,애플,기기변경,5G,iPhone 14 Pro Max 256G,(유튜브 프리미엄) 초이스 베이직,90000,1562000,700000,105000,805000,757000
