date,crawled_at,carrier,manufacturer,scrb_type_name,network_type,device_nm,plan_name,monthly_fee,release_price,public_support_fee,additional_support_fee,total_support_fee,total_price
2025-08-06,2025-08-12 07:53:18,LG,삼성,기기변경,5G,갤럭시 Z Flip7 FE,외국인 5GB,37000,1199000,222000,33300,255300,943700
2025-07-22,2025-08-12 07:53:18,LG,애플,기기변경,5G,iPhone 15 Pro_128GB,외국인 5GB,37000,1540000,208000,31200,239200,1300800
2025-07-22,2025-08-12 07:53:18,LG,기타,기기변경,5G,Apple Watch SE 2024 44mm 스포츠밴드L,외국인 5GB,37000,462000,250000,37500,287500,174500
2025-07-22,2025-08-12 07:53:18,LG,기타,기기변경,5G,iPad Air 13 (M3 모델) 256GB,외국인 5GB,37000,1628000,140000,21000,161000,1467000
2025-07-22,2025-08-12 07:53:18,LG,삼성,기기변경,5G,갤럭시 S25 Ultra 512GB,외국인 5GB,37000,1841400,222000,33300,255300,1586100
2025-07-22,2025-08-12 07:53:18,LG,삼성,기기변경,5G,갤럭시 Z Fold7 512GB,외국인 5GB,37000,2537700,222000,33300,255300,2282400
2025-07-22,2025-08-12 07:53:18,LG,애플,기기변경,5G,iPhone 16 Plus 256GB,외국인 5GB,37000,1496000,66000,9900,75900,1420100
2025-07-22,2025-08-12 07:53:18,LG,삼성,기기변경,5G,갤럭시 워치8 Ultra2025,외국인 5GB,37000,899800,450000,67500,517500,382300
2025-07-22,2025-08-12 07:53:18,LG,애플,기기변경,5G,iPhone 13 128G,외국인 5GB,37000,799700,489000,73350,562350,237350
2025-07-22,2025-08-12 07:53:18,LG,삼성,기기변경,5G,갤럭시 S25 256GB,외국인 5GB,37000,1155000,222000,33300,255300,899700
2025-08-06,2025-08-12 07:53:19,LG,삼성,기기변경,5G,갤럭시 Z Flip7 FE,외국인 5GB,37000,1199000,222000,33300,255300,943700
2025-07-22,2025-08-12 07:53:19,LG,애플,기기변경,5G,iPhone 15 Pro_128GB,외국인 5GB,37000,1540000,208000,31200,239200,1300800
2025-07-22,2025-08-12 07:53:19,LG,기타,기기변경,5G,Apple Watch SE 2024 44mm 스포츠밴드L,외국인 5GB,37000,462000,250000,37500,287500,174500
2025-07-22,2025-08-12 07:53:19,LG,기타,기기변경,5G,iPad Air 13 (M3 모델) 256GB,외국인 5GB,37000,1628000,140000,21000,161000,1467000
2025-07-22,2025-08-12 07:53:19,LG,삼성,기기변경,5G,갤럭시 S25 Ultra 512GB,외국인 5GB,37000,1841400,222000,33300,255300,1586100
2025-07-22,2025-08-12 07:53:19,LG,삼성,기기변경,5G,갤럭시 Z Fold7 512GB,외국인 5GB,37000,2537700,222000,33300,255300,2282400
2025-07-22,2025-08-12 07:53:19,LG,애플,기기변경,5G,iPhone 16 Plus 256GB,외국인 5GB,37000,1496000,66000,9900,75900,1420100
2025-07-22,2025-08-12 07:53:19,LG,삼성,기기변경,5G,갤럭시 워치8 Ultra2025,외국인 5GB,37000,899800,450000,67500,517500,382300
2025-07-22,2025-08-12 07:53:19,LG,애플,기기변경,5G,iPhone 13 128G,외국인 5GB,37000,799700,489000,73350,562350,237350
2025-07-22,2025-08-12 07:53:19,LG,삼성,기기변경,5G,갤럭시 S25 256GB,외국인 5GB,37000,1155000,222000,33300,255300,899700
2025-07-22,2025-08-12 07:53:20,LG,애플,기기변경,5G,iPhone 16 Plus 128GB,외국인 5GB,37000,1342000,66000,9900,75900,1266100
2025-07-22,2025-08-12 07:53:20,LG,삼성,기기변경,5G,갤럭시 S22 Ultra 중고폰,외국인 5GB,37000,662100,204000,30600,234600,427500
2025-07-22,2025-08-12 07:53:20,LG,기타,기기변경,5G,iPad A16 128GB,외국인 5GB,37000,770000,140000,21000,161000,609000
2025-07-22,2025-08-12 07:53:20,LG,삼성,기기변경,5G,갤럭시 S25 Edge 256GB,외국인 5GB,37000,1496000,222000,33300,255300,1240700
2025-07-22,2025-08-12 07:53:20,LG,애플,기기변경,5G,iPhone 15_128GB,외국인 5GB,37000,1243000,208000,31200,239200,1003800
2025-07-22,2025-08-12 07:53:20,LG,기타,기기변경,5G,Galaxy Buddy3,외국인 5GB,37000,399300,318000,47700,365700,33600
2025-07-22,2025-08-12 07:53:20,LG,삼성,기기변경,5G,갤럭시 북3 Go 5G,외국인 5GB,37000,557700,300000,45000,345000,212700
2025-07-22,2025-08-12 07:53:20,LG,기타,기기변경,5G,Apple Watch10 Al 42 스포츠루프,외국인 5GB,37000,737000,50000,7500,57500,679500
2025-07-22,2025-08-12 07:53:20,LG,기타,기기변경,5G,iPad Pro 13 (M4 모델) 512GB,외국인 5GB,37000,2414500,140000,21000,161000,2253500
2025-07-22,2025-08-12 07:53:20,LG,애플,기기변경,5G,iPhone 16 128GB,외국인 5GB,37000,1243000,222000,33300,255300,987700
2025-07-22,2025-08-12 07:53:21,LG,애플,기기변경,5G,iPhone 16 Plus 128GB,외국인 5GB,37000,1342000,66000,9900,75900,1266100
2025-07-22,2025-08-12 07:53:21,LG,삼성,기기변경,5G,갤럭시 S22 Ultra 중고폰,외국인 5GB,37000,662100,204000,30600,234600,427500
2025-07-22,2025-08-12 07:53:21,LG,기타,기기변경,5G,iPad A16 128GB,외국인 5GB,37000,770000,140000,21000,161000,609000
2025-07-22,2025-08-12 07:53:21,LG,삼성,기기변경,5G,갤럭시 S25 Edge 256GB,외국인 5GB,37000,1496000,222000,33300,255300,1240700
2025-07-22,2025-08-12 07:53:21,LG,애플,기기변경,5G,iPhone 15_128GB,외국인 5GB,37000,1243000,208000,31200,239200,1003800
2025-07-22,2025-08-12 07:53:21,LG,기타,기기변경,5G,Galaxy Buddy3,외국인 5GB,37000,399300,318000,47700,365700,33600
2025-07-22,2025-08-12 07:53:21,LG,삼성,기기변경,5G,갤럭시 북3 Go 5G,외국인 5GB,37000,557700,300000,45000,345000,212700
2025-07-22,2025-08-12 07:53:21,LG,기타,기기변경,5G,Apple Watch10 Al 42 스포츠루프,외국인 5GB,37000,737000,50000,7500,57500,679500
2025-07-22,2025-08-12 07:53:21,LG,기타,기기변경,5G,iPad Pro 13 (M4 모델) 512GB,외국인 5GB,37000,2414500,140000,21000,161000,2253500
2025-07-22,2025-08-12 07:53:21,LG,애플,기기변경,5G,iPhone 16 128GB,외국인 5GB,37000,1243000,222000,33300,255300,987700
2025-07-22,2025-08-12 07:53:22,LG,삼성,기기변경,5G,갤럭시 S23 중고폰,외국인 5GB,37000,525000,204000,30600,234600,290400
2025-07-22,2025-08-12 07:53:22,LG,삼성,기기변경,5G,갤럭시 Z Fold6 1TB,외국인 5GB,37000,2704900,222000,33300,255300,2449600
2025-07-22,2025-08-12 07:53:22,LG,삼성,기기변경,5G,갤럭시 워치8 44mm,외국인 5GB,37000,489500,150000,22500,172500,317000
2025-07-22,2025-08-12 07:53:22,LG,삼성,기기변경,5G,갤럭시 Z Fold 4 중고폰,외국인 5GB,37000,715100,204000,30600,234600,480500
2025-07-22,2025-08-12 07:53:22,LG,애플,기기변경,5G,iPhone 16 Pro 512GB,외국인 5GB,37000,1991000,222000,33300,255300,1735700
2025-07-22,2025-08-12 07:53:22,LG,삼성,기기변경,5G,갤럭시 S23+ 512GB 중고폰,외국인 5GB,37000,592300,204000,30600,234600,357700
