date,crawled_at,carrier,manufacturer,scrb_type_name,network_type,device_nm,plan_name,monthly_fee,release_price,public_support_fee,additional_support_fee,total_support_fee,total_price
2024.03.18,2025-07-14 15:49:23,SK,삼성,기기변경,LTE,갤럭시 A15 128G,0 청년 다이렉트 69(T 우주),69000,319000,0,0,0,319000
2024.11.29,2025-07-14 15:49:23,SK,삼성,기기변경,LTE,갤럭시 A16 128G,0 청년 다이렉트 69(T 우주),69000,319000,0,0,0,319000
2024.01.06,2025-07-14 15:49:23,SK,기타,기기변경,LTE,ZEM폰 포켓몬에디션2 128G,0 청년 다이렉트 69(T 우주),69000,319000,0,0,0,319000
2022.12.09,2025-07-14 15:49:23,SK,기타,기기변경,LTE,스타일 폴더 32G,0 청년 다이렉트 69(T 우주),69000,237600,0,0,0,237600
2024.10.18,2025-07-14 15:49:23,SK,기타,기기변경,LTE,홍미 14C (4GB RAM) 128G,0 청년 다이렉트 69(T 우주),69000,149600,0,0,0,149600
2024.03.21,2025-07-14 15:49:23,SK,기타,기기변경,LTE,홍미노트 13 256G,0 청년 다이렉트 69(T 우주),69000,299200,0,0,0,299200
2025.01.24,2025-07-14 15:49:23,SK,기타,기기변경,LTE,스타일 폴더2 32G,0 청년 다이렉트 69(T 우주),69000,237600,0,0,0,237600
2024.12.27,2025-07-14 15:49:23,SK,기타,기기변경,LTE,ZEM폰 포켓몬에디션3 128G,0 청년 다이렉트 69(T 우주),69000,326700,0,0,0,326700
2024.03.18,2025-07-14 15:49:59,SK,삼성,기기변경,LTE,갤럭시 A15 128G,0 청년 다이렉트 62,62000,319000,0,0,0,319000
2024.11.29,2025-07-14 15:49:59,SK,삼성,기기변경,LTE,갤럭시 A16 128G,0 청년 다이렉트 62,62000,319000,0,0,0,319000
2024.01.06,2025-07-14 15:49:59,SK,기타,기기변경,LTE,ZEM폰 포켓몬에디션2 128G,0 청년 다이렉트 62,62000,319000,0,0,0,319000
2022.12.09,2025-07-14 15:49:59,SK,기타,기기변경,LTE,스타일 폴더 32G,0 청년 다이렉트 62,62000,237600,0,0,0,237600
2024.10.18,2025-07-14 15:49:59,SK,기타,기기변경,LTE,홍미 14C (4GB RAM) 128G,0 청년 다이렉트 62,62000,149600,0,0,0,149600
