date,crawled_at,carrier,manufacturer,scrb_type_name,network_type,device_nm,plan_name,monthly_fee,release_price,public_support_fee,additional_support_fee,total_support_fee,total_price
2025-07-22,2025-07-22 15:07:13,KT,삼성,신규가입,5G,갤럭시 Z Flip7 512GB,티빙/지니/밀리 초이스 프리미엄,130000,1643400,500000,0,500000,1143400
2025-07-22,2025-07-22 15:07:13,KT,삼성,신규가입,5G,갤럭시 Z Flip7 256GB,티빙/지니/밀리 초이스 프리미엄,130000,1485000,500000,0,500000,985000
2025-07-16,2025-07-22 15:07:13,KT,삼성,신규가입,5G,갤럭시 Z Flip7 FE 256GB,티빙/지니/밀리 초이스 프리미엄,130000,1199000,250000,0,250000,949000
2025-07-15,2025-07-22 15:07:13,KT,삼성,신규가입,5G,갤럭시 Z Fold7 1TB,티빙/지니/밀리 초이스 프리미엄,130000,2933700,500000,0,500000,2433700
2025-07-15,2025-07-22 15:07:13,KT,삼성,신규가입,5G,갤럭시 Z Fold7 512GB,티빙/지니/밀리 초이스 프리미엄,130000,2537700,500000,0,500000,2037700
2025-07-15,2025-07-22 15:07:13,KT,삼성,신규가입,5G,갤럭시 Z Fold7 256GB,티빙/지니/밀리 초이스 프리미엄,130000,2379300,500000,0,500000,1879300
2025-07-02,2025-07-22 15:07:13,KT,기타,신규가입,5G,맘편안폰S 128GB,티빙/지니/밀리 초이스 프리미엄,130000,499400,449000,0,449000,50400
2025-06-26,2025-07-22 15:07:13,KT,샤오미,신규가입,5G,샤오미 14T 256GB,티빙/지니/밀리 초이스 프리미엄,130000,599500,522000,0,522000,77500
2025-06-26,2025-07-22 15:07:13,KT,샤오미,신규가입,5G,레드미노트 14 256GB,티빙/지니/밀리 초이스 프리미엄,130000,319000,278000,0,278000,41000
2025-06-25,2025-07-22 15:07:13,KT,삼성,신규가입,5G,갤럭시 Jump4 128GB,티빙/지니/밀리 초이스 프리미엄,130000,449900,449000,0,449000,900
2025-06-21,2025-07-22 15:07:13,KT,기타,신규가입,5G,맘편안폰3,티빙/지니/밀리 초이스 프리미엄,130000,499400,499000,0,499000,400
2025-06-21,2025-07-22 15:07:13,KT,삼성,신규가입,5G,갤럭시 A35 5G,티빙/지니/밀리 초이스 프리미엄,130000,499400,435000,0,435000,64400
2025-06-21,2025-07-22 15:07:17,KT,삼성,신규가입,5G,갤럭시 A25 5G,티빙/지니/밀리 초이스 프리미엄,130000,449900,449000,0,449000,900
2025-06-21,2025-07-22 15:07:17,KT,삼성,신규가입,5G,갤럭시 A15,티빙/지니/밀리 초이스 프리미엄,130000,319000,300000,0,300000,19000
2025-06-12,2025-07-22 15:07:17,KT,삼성,신규가입,5G,갤럭시 A36 5G 128GB,티빙/지니/밀리 초이스 프리미엄,130000,499400,435000,0,435000,64400
2025-06-10,2025-07-22 15:07:17,KT,삼성,신규가입,5G,갤럭시 S25 Ultra 1TB,티빙/지니/밀리 초이스 프리미엄,130000,2127400,500000,0,500000,1627400
2025-06-10,2025-07-22 15:07:17,KT,삼성,신규가입,5G,갤럭시 S25 Ultra 512GB,티빙/지니/밀리 초이스 프리미엄,130000,1841400,500000,0,500000,1341400
2025-06-10,2025-07-22 15:07:17,KT,삼성,신규가입,5G,갤럭시 S25 Ultra 256GB,티빙/지니/밀리 초이스 프리미엄,130000,1698400,500000,0,500000,1198400
2025-06-10,2025-07-22 15:07:17,KT,삼성,신규가입,5G,갤럭시 S25+ 512GB,티빙/지니/밀리 초이스 프리미엄,130000,1496000,500000,0,500000,996000
2025-06-10,2025-07-22 15:07:17,KT,삼성,신규가입,5G,갤럭시 S25+ 256GB,티빙/지니/밀리 초이스 프리미엄,130000,1353000,500000,0,500000,853000
2025-06-10,2025-07-22 15:07:17,KT,삼성,신규가입,5G,갤럭시 S25 512GB,티빙/지니/밀리 초이스 프리미엄,130000,1298000,500000,0,500000,798000
2025-06-10,2025-07-22 15:07:17,KT,삼성,신규가입,5G,갤럭시 S25 256GB,티빙/지니/밀리 초이스 프리미엄,130000,1155000,500000,0,500000,655000
2025-06-10,2025-07-22 15:07:17,KT,삼성,신규가입,5G,갤럭시 S25 크록스 토이스토리 에디션 256GB,티빙/지니/밀리 초이스 프리미엄,130000,1177000,500000,0,500000,677000
2025-06-10,2025-07-22 15:07:17,KT,애플,신규가입,5G,iPhone 16 Pro Max 1TB,티빙/지니/밀리 초이스 프리미엄,130000,2497000,600000,0,600000,1897000
2025-06-10,2025-07-22 15:07:20,KT,애플,신규가입,5G,iPhone 16 Pro Max 512GB,티빙/지니/밀리 초이스 프리미엄,130000,2200000,550000,0,550000,1650000
2025-06-10,2025-07-22 15:07:20,KT,애플,신규가입,5G,iPhone 16 Pro Max 256GB,티빙/지니/밀리 초이스 프리미엄,130000,1892000,550000,0,550000,1342000
2025-06-10,2025-07-22 15:07:20,KT,애플,신규가입,5G,iPhone 16 Pro 1TB,티빙/지니/밀리 초이스 프리미엄,130000,2299000,600000,0,600000,1699000
2025-06-10,2025-07-22 15:07:20,KT,애플,신규가입,5G,iPhone 16 Pro 512GB,티빙/지니/밀리 초이스 프리미엄,130000,1991000,550000,0,550000,1441000
2025-06-10,2025-07-22 15:07:20,KT,애플,신규가입,5G,iPhone 16 Pro 256GB,티빙/지니/밀리 초이스 프리미엄,130000,1694000,550000,0,550000,1144000
2025-06-10,2025-07-22 15:07:20,KT,애플,신규가입,5G,iPhone 16 Pro 128GB,티빙/지니/밀리 초이스 프리미엄,130000,1540000,550000,0,550000,990000
2025-06-10,2025-07-22 15:07:20,KT,애플,신규가입,5G,iPhone 16 Plus 512GB,티빙/지니/밀리 초이스 프리미엄,130000,1793000,550000,0,550000,1243000
2025-06-10,2025-07-22 15:07:20,KT,애플,신규가입,5G,iPhone 16 Plus 256GB,티빙/지니/밀리 초이스 프리미엄,130000,1496000,550000,0,550000,946000
2025-06-10,2025-07-22 15:07:20,KT,애플,신규가입,5G,iPhone 16 Plus 128GB,티빙/지니/밀리 초이스 프리미엄,130000,1342000,550000,0,550000,792000
2025-06-10,2025-07-22 15:07:20,KT,애플,신규가입,5G,iPhone 16 512GB,티빙/지니/밀리 초이스 프리미엄,130000,1694000,550000,0,550000,1144000
2025-06-10,2025-07-22 15:07:20,KT,애플,신규가입,5G,iPhone 16 256GB,티빙/지니/밀리 초이스 프리미엄,130000,1397000,550000,0,550000,847000
2025-06-10,2025-07-22 15:07:20,KT,애플,신규가입,5G,iPhone 16 128GB,티빙/지니/밀리 초이스 프리미엄,130000,1243000,550000,0,550000,693000
2025-06-10,2025-07-22 15:07:23,KT,삼성,신규가입,5G,갤럭시 S24 Ultra 512GB,티빙/지니/밀리 초이스 프리미엄,130000,1841400,700000,0,700000,1141400
2025-06-10,2025-07-22 15:07:23,KT,삼성,신규가입,5G,갤럭시 S24+ 512GB,티빙/지니/밀리 초이스 프리미엄,130000,1496000,700000,0,700000,796000
2025-06-10,2025-07-22 15:07:23,KT,삼성,신규가입,5G,갤럭시 S24 512GB,티빙/지니/밀리 초이스 프리미엄,130000,1298000,700000,0,700000,598000
2025-06-10,2025-07-22 15:07:23,KT,삼성,신규가입,5G,갤럭시 S24 Ultra,티빙/지니/밀리 초이스 프리미엄,130000,1698400,700000,0,700000,998400
2025-06-10,2025-07-22 15:07:23,KT,삼성,신규가입,5G,갤럭시 S24+,티빙/지니/밀리 초이스 프리미엄,130000,1353000,700000,0,700000,653000
2025-06-10,2025-07-22 15:07:23,KT,삼성,신규가입,5G,갤럭시 S24,티빙/지니/밀리 초이스 프리미엄,130000,1155000,700000,0,700000,455000
2025-06-05,2025-07-22 15:07:23,KT,삼성,신규가입,5G,갤럭시 S25 엣지 512GB,티빙/지니/밀리 초이스 프리미엄,130000,1639000,500000,0,500000,1139000
2025-06-05,2025-07-22 15:07:23,KT,삼성,신규가입,5G,갤럭시 S25 엣지 256GB,티빙/지니/밀리 초이스 프리미엄,130000,1496000,500000,0,500000,996000
2025-05-14,2025-07-22 15:07:23,KT,애플,신규가입,5G,iPhone 16e 512GB,티빙/지니/밀리 초이스 프리미엄,130000,1430000,550000,0,550000,880000
2025-05-14,2025-07-22 15:07:23,KT,애플,신규가입,5G,iPhone 16e 256GB,티빙/지니/밀리 초이스 프리미엄,130000,1133000,550000,0,550000,583000
2025-05-14,2025-07-22 15:07:23,KT,애플,신규가입,5G,iPhone 16e 128GB,티빙/지니/밀리 초이스 프리미엄,130000,990000,550000,0,550000,440000
2025-05-14,2025-07-22 15:07:23,KT,삼성,신규가입,5G,갤럭시 S24 FE,티빙/지니/밀리 초이스 프리미엄,130000,946000,600000,0,600000,346000
2025-05-14,2025-07-22 15:07:26,KT,삼성,신규가입,5G,갤럭시 A16,티빙/지니/밀리 초이스 프리미엄,130000,319000,300000,0,300000,19000
2025-03-25,2025-07-22 15:07:26,KT,기타,신규가입,5G,moto g34 5G 128GB,티빙/지니/밀리 초이스 프리미엄,130000,211200,184000,0,184000,27200
2025-03-25,2025-07-22 15:07:26,KT,기타,신규가입,5G,클래식 폴더 64GB,티빙/지니/밀리 초이스 프리미엄,130000,205700,205000,0,205000,700
2025-03-21,2025-07-22 15:07:26,KT,삼성,신규가입,5G,갤럭시 S23 Ultra,티빙/지니/밀리 초이스 프리미엄,130000,1599400,600000,0,600000,999400
2025-03-21,2025-07-22 15:07:26,KT,삼성,신규가입,5G,갤럭시 S23+,티빙/지니/밀리 초이스 프리미엄,130000,1353000,600000,0,600000,753000
2025-03-21,2025-07-22 15:07:26,KT,애플,신규가입,5G,iPhone 14 Pro 1T,티빙/지니/밀리 초이스 프리미엄,130000,1969000,700000,0,700000,1269000
2025-03-21,2025-07-22 15:07:26,KT,애플,신규가입,5G,iPhone 14 Pro 512G,티빙/지니/밀리 초이스 프리미엄,130000,1661000,700000,0,700000,961000
2025-03-21,2025-07-22 15:07:26,KT,애플,신규가입,5G,iPhone 14 Pro 256G,티빙/지니/밀리 초이스 프리미엄,130000,1364000,700000,0,700000,664000
2025-03-21,2025-07-22 15:07:26,KT,애플,신규가입,5G,iPhone 14 Pro 128G,티빙/지니/밀리 초이스 프리미엄,130000,1210000,700000,0,700000,510000
2025-03-21,2025-07-22 15:07:26,KT,애플,신규가입,5G,iPhone 14 Pro Max 1T,티빙/지니/밀리 초이스 프리미엄,130000,2167000,700000,0,700000,1467000
2025-03-21,2025-07-22 15:07:26,KT,애플,신규가입,5G,iPhone 14 Pro Max 512G,티빙/지니/밀리 초이스 프리미엄,130000,1870000,700000,0,700000,1170000
2025-03-21,2025-07-22 15:07:26,KT,애플,신규가입,5G,iPhone 14 Pro Max 256G,티빙/지니/밀리 초이스 프리미엄,130000,1562000,700000,0,700000,862000
2025-03-21,2025-07-22 15:07:30,KT,애플,신규가입,5G,iPhone 14 Pro Max 128G,티빙/지니/밀리 초이스 프리미엄,130000,1419000,700000,0,700000,719000
2025-03-21,2025-07-22 15:07:30,KT,애플,신규가입,5G,iPhone 14 512G,티빙/지니/밀리 초이스 프리미엄,130000,1364000,600000,0,600000,764000
2025-03-21,2025-07-22 15:07:30,KT,애플,신규가입,5G,iPhone 14 256G,티빙/지니/밀리 초이스 프리미엄,130000,1067000,600000,0,600000,467000
2025-03-21,2025-07-22 15:07:30,KT,애플,신규가입,5G,iPhone 14 128G,티빙/지니/밀리 초이스 프리미엄,130000,913000,600000,0,600000,313000
